phrase_norm,phrase,lang,count,source,provenance,count_basis
राम्रो काम,राम्रो काम,ne,27,translated:en,translated,inherited
म मेरो कुकुर लिन जाँदैछु,म मेरो कुकुर लिन जाँदैछु,ne,27,translated:en,translated,inherited
म एक प्रयोग गर्न जाँदैछु,म एक प्रयोग गर्न जाँदैछु,ne,27,translated:en,translated,inherited
न्यूयोर्क शहरमा स्वागत छ न्यूयोर्क,न्यूयोर्क शहरमा स्वागत छ न्यूयोर्क,ne,27,translated:en,translated,inherited
पश्चिम यार्ड,पश्चिम यार्ड,ne,27,translated:en,translated,inherited
तिमी के गर्दैछौ ?,तिमी के गर्दैछौ ?,ne,27,translated:en,translated,inherited
goed gedaan.,Goed gedaan.,nl,27,translated:en,translated,inherited
ik ga mijn hond halen.,Ik ga mijn hond halen.,nl,27,translated:en,translated,inherited
ik ga een,Ik ga een,nl,27,translated:en,translated,inherited
welkom in de stad new york .,Welkom in de stad New York .,nl,27,translated:en,translated,inherited
westelijke tuin,westelijke tuin,nl,27,translated:en,translated,inherited
wat doe je ?,Wat doe je ?,nl,27,translated:en,translated,inherited
god jobb,God jobb,no,27,translated:en,translated,inherited
jeg skal hente hunden min.,Jeg skal hente hunden min.,no,27,translated:en,translated,inherited
jeg skal bruke en,Jeg skal bruke en,no,27,translated:en,translated,inherited
"velkommen til new york city, new york.","Velkommen til New York City, New York.",no,27,translated:en,translated,inherited
vestgård,vestgård,no,27,translated:en,translated,inherited
hva gjør du?,Hva gjør du?,no,27,translated:en,translated,inherited
ਚੰਗਾ ਕੰਮ,ਚੰਗਾ ਕੰਮ,pa,27,translated:en,translated,inherited
ਮੈਂ ਆਪਣੇ ਕੁੱਤੇ ਲਈ ਜਾ ਰਿਹਾ ਹਾਂ,ਮੈਂ ਆਪਣੇ ਕੁੱਤੇ ਲਈ ਜਾ ਰਿਹਾ ਹਾਂ,pa,27,translated:en,translated,inherited
ਮੈਨੂੰ ਇੱਕ ਵਰਤਣ ਜਾ ਰਿਹਾ ਹੈ,ਮੈਨੂੰ ਇੱਕ ਵਰਤਣ ਜਾ ਰਿਹਾ ਹੈ,pa,27,translated:en,translated,inherited
ਨਿਊਯਾਰਕ ਸ਼ਹਿਰ ਨਿਊਯਾਰਕ ਵਿੱਚ ਤੁਹਾਡਾ ਸਵਾਗਤ ਹੈ,ਨਿਊਯਾਰਕ ਸ਼ਹਿਰ ਨਿਊਯਾਰਕ ਵਿੱਚ ਤੁਹਾਡਾ ਸਵਾਗਤ ਹੈ,pa,27,translated:en,translated,inherited
ਪੱਛਮੀ ਵਿਹੜਾ,ਪੱਛਮੀ ਵਿਹੜਾ,pa,27,translated:en,translated,inherited
ਤੁਸੀਂ ਕੀ ਕਰ ਰਹੇ ਹੋ,ਤੁਸੀਂ ਕੀ ਕਰ ਰਹੇ ਹੋ,pa,27,translated:en,translated,inherited
dobrą robotę.,Dobrą robotę.,pl,27,translated:en,translated,inherited
idę po mojego psa.,Idę po mojego psa.,pl,27,translated:en,translated,inherited
użyję...,Użyję...,pl,27,translated:en,translated,inherited
witamy w nowym jorku .,Witamy w Nowym Jorku .,pl,27,translated:en,translated,inherited
western yard,western yard,pl,27,translated:en,translated,inherited
co ty robisz?,Co ty robisz?,pl,27,translated:en,translated,inherited
ښه کار,ښه کار,ps,27,translated:en,translated,inherited
زه د خپل سپي لپاره ځم,زه د خپل سپي لپاره ځم,ps,27,translated:en,translated,inherited
زه به د a څخه کار واخلم,زه به د A څخه کار واخلم,ps,27,translated:en,translated,inherited
په نیویارک ښار کې ښه راغلاست,په نیویارک ښار کې ښه راغلاست,ps,27,translated:en,translated,inherited
لویدیځ انګړ,لویدیځ انګړ,ps,27,translated:en,translated,inherited
تاسو څه کوئ؟,تاسو څه کوئ؟,ps,27,translated:en,translated,inherited
bom trabalho.,Bom trabalho.,pt,27,translated:en,translated,inherited
vou buscar o meu cão.,Vou buscar o meu cão.,pt,27,translated:en,translated,inherited
eu vou usar um,Eu vou usar um,pt,27,translated:en,translated,inherited
bem-vindo à cidade de nova iorque .,Bem-vindo à cidade de Nova Iorque .,pt,27,translated:en,translated,inherited
jardim oeste,Jardim Oeste,pt,27,translated:en,translated,inherited
o que é que estás a fazer?,O que é que estás a fazer?,pt,27,translated:en,translated,inherited
bună treabă.,Bună treabă.,ro,27,translated:en,translated,inherited
mă duc să-mi iau câinele .,Mă duc să-mi iau câinele .,ro,27,translated:en,translated,inherited
am de gând să folosesc un,Am de gând să folosesc un,ro,27,translated:en,translated,inherited
"bine aţi venit în new york , oraşul new york .","Bine aţi venit în New York , oraşul New York .",ro,27,translated:en,translated,inherited
curtea vestă,curtea vestă,ro,27,translated:en,translated,inherited
ce faci ? ce faci ?,Ce faci ? Ce faci ?,ro,27,translated:en,translated,inherited
хорошая работа.,Хорошая работа.,ru,27,translated:en,translated,inherited
я пойду за своей собакой .,Я пойду за своей собакой .,ru,27,translated:en,translated,inherited
я собираюсь использовать,Я собираюсь использовать,ru,27,translated:en,translated,inherited
добро пожаловать в нью-йорк .,Добро пожаловать в Нью-Йорк .,ru,27,translated:en,translated,inherited
западный двор,Западный двор,ru,27,translated:en,translated,inherited
что ты делаешь?,Что ты делаешь?,ru,27,translated:en,translated,inherited
سٺو ڪم,سٺو ڪم,sd,27,translated:en,translated,inherited
مان پنهنجي ڪتي کي وٺي وڃڻ وارو آهيان,مان پنهنجي ڪتي کي وٺي وڃڻ وارو آهيان,sd,27,translated:en,translated,inherited
مون کي هڪ استعمال ڪرڻ وارو آهيان,مون کي هڪ استعمال ڪرڻ وارو آهيان,sd,27,translated:en,translated,inherited
نيو يارڪ شهر نيو يارڪ ۾ خوش آمديد,نيو يارڪ شهر نيو يارڪ ۾ خوش آمديد,sd,27,translated:en,translated,inherited
ويسٽ يارڊ,ويسٽ يارڊ,sd,27,translated:en,translated,inherited
تون ڇا ٿو ڪرين؟,تون ڇا ٿو ڪرين؟,sd,27,translated:en,translated,inherited
හොඳ වැඩක්.,හොඳ වැඩක්.,si,27,translated:en,translated,inherited
මම මගේ බල්ලව ගේන්න යනවා.,මම මගේ බල්ලව ගේන්න යනවා.,si,27,translated:en,translated,inherited
මම පාවිච්චි කරන්න යන්නේ,මම පාවිච්චි කරන්න යන්නේ,si,27,translated:en,translated,inherited
නිව් යෝර්ක් නගරයට සාදරයෙන් පිළිගනිමු.,නිව් යෝර්ක් නගරයට සාදරයෙන් පිළිගනිමු.,si,27,translated:en,translated,inherited
බටහිර උද් යානය,බටහිර උද් යානය,si,27,translated:en,translated,inherited
ඔයා මොකද කරන්නේ?,ඔයා මොකද කරන්නේ?,si,27,translated:en,translated,inherited
dobrá práca.,Dobrá práca.,sk,27,translated:en,translated,inherited
pôjdem po svojho psa .,Pôjdem po svojho psa .,sk,27,translated:en,translated,inherited
pôjdem použiť,Pôjdem použiť,sk,27,translated:en,translated,inherited
vitajte v new yorku .,Vitajte v New Yorku .,sk,27,translated:en,translated,inherited
západný dvorec,Západný dvorec,sk,27,translated:en,translated,inherited
čo to robíš ?,Čo to robíš ?,sk,27,translated:en,translated,inherited
dobro opravljeno.,Dobro opravljeno.,sl,27,translated:en,translated,inherited
grem po psa.,Grem po psa.,sl,27,translated:en,translated,inherited
uporabila bom,Uporabila bom,sl,27,translated:en,translated,inherited
dobrodošli v new yorku.,Dobrodošli v New Yorku.,sl,27,translated:en,translated,inherited
zahodni dvorišče,zahodni dvorišče,sl,27,translated:en,translated,inherited
kaj počneš?,Kaj počneš?,sl,27,translated:en,translated,inherited
basa rakanaka,basa rakanaka,sn,27,translated:en,translated,inherited
ndichaenda kunotora imbwa yangu,Ndichaenda kunotora imbwa yangu,sn,27,translated:en,translated,inherited
ndichaenda kushandisa a,Ndichaenda kushandisa a,sn,27,translated:en,translated,inherited
"kugamuchirwa muguta renew york, new york.","Kugamuchirwa muguta reNew York, New York.",sn,27,translated:en,translated,inherited
western yard,western yard,sn,27,translated:en,translated,inherited
uri kuitei,uri kuitei,sn,27,translated:en,translated,inherited
shaqo wanaagsan,shaqo wanaagsan,so,27,translated:en,translated,inherited
waxaan u tegayaa inaan helo eeygayga,Waxaan u tegayaa inaan helo eeygayga,so,27,translated:en,translated,inherited
waxaan isticmaali doonaa a,Waxaan isticmaali doonaa a,so,27,translated:en,translated,inherited
ku soo dhawow magaalada new york ee new york,Ku soo dhawow magaalada New York ee New York,so,27,translated:en,translated,inherited
galbeedka galbeedka,Galbeedka Galbeedka,so,27,translated:en,translated,inherited
maxaad sameyneysaa,Maxaad sameyneysaa,so,27,translated:en,translated,inherited
punë e mirë,punë e mirë,sq,27,translated:en,translated,inherited
do të shkoj të marr qenin tim.,Do të shkoj të marr qenin tim.,sq,27,translated:en,translated,inherited
unë do të përdorë një,Unë do të përdorë një,sq,27,translated:en,translated,inherited
mirë se vini në qytetin e nju jorkut.,Mirë se vini në qytetin e Nju Jorkut.,sq,27,translated:en,translated,inherited
garda perëndimore,Garda perëndimore,sq,27,translated:en,translated,inherited
çfarë po bën?,Çfarë po bën?,sq,27,translated:en,translated,inherited
добар посао,добар посао,sr,27,translated:en,translated,inherited
ја ћу отићи по пса.,Ја ћу отићи по пса.,sr,27,translated:en,translated,inherited
ја ћу користити,Ја ћу користити,sr,27,translated:en,translated,inherited
добродошли у њујорку.,Добродошли у Њујорку.,sr,27,translated:en,translated,inherited
западни двор,западни двор,sr,27,translated:en,translated,inherited
шта радиш?,Шта радиш?,sr,27,translated:en,translated,inherited
pagawéan alus,pagawéan alus,su,27,translated:en,translated,inherited
kuring bade meunang anjing mah,Kuring bade meunang anjing mah,su,27,translated:en,translated,inherited
i'm gonna make hiji,I'm gonna make hiji,su,27,translated:en,translated,inherited
wilujeng sumping di new york kota new york,Wilujeng sumping di New York Kota New York,su,27,translated:en,translated,inherited
beulah kulon,beulah kulon,su,27,translated:en,translated,inherited
naon anu anjeun lakukeun,naon anu anjeun lakukeun,su,27,translated:en,translated,inherited
bra jobb.,Bra jobb.,sv,27,translated:en,translated,inherited
jag ska hämta min hund.,Jag ska hämta min hund.,sv,27,translated:en,translated,inherited
jag ska använda en,Jag ska använda en,sv,27,translated:en,translated,inherited
"välkommen till new york city, new york.","Välkommen till New York City, New York.",sv,27,translated:en,translated,inherited
västgård,Västgård,sv,27,translated:en,translated,inherited
vad gör du?,Vad gör du?,sv,27,translated:en,translated,inherited
kazi nzuri,kazi nzuri,sw,27,translated:en,translated,inherited
nitaenda kupata mbwa wangu,Nitaenda kupata mbwa wangu,sw,27,translated:en,translated,inherited
i'm gonna kutumia a,I'm gonna kutumia a,sw,27,translated:en,translated,inherited
kuwakaribisha katika new york city ya new york,kuwakaribisha katika New York City ya New York,sw,27,translated:en,translated,inherited
uwanja wa magharibi,Uwanja wa magharibi,sw,27,translated:en,translated,inherited
unafanya nini?,Unafanya nini?,sw,27,translated:en,translated,inherited
