phrase_norm,phrase,lang,count,source,source_phrase
un aah,un aah,gl,25,translated:en,a aah
sonadas de campanas,Sonadas de campanas,gl,25,translated:en,bells chiming
eu sei.,Eu sei.,gl,25,translated:en,i know
vou comezar o motor.,Vou comezar o motor.,gl,25,translated:en,i m going to go ahead and start the engine
vou á seguinte.,Vou á seguinte.,gl,25,translated:en,i m going to go to the next one
misturar ben,misturar ben,gl,25,translated:en,mix well
a ti,a ti,gl,25,translated:en,the you
uh ti,uh ti,gl,25,translated:en,uh you
westville,Westville,gl,25,translated:en,west ville
quen oo,quen oo,gl,25,translated:en,who oo
bo rapaz,bo rapaz,gl,23,translated:en,good boy
vou seguir adiante e facelo,Vou seguir adiante e facelo,gl,23,translated:en,i m going to go ahead and do it
vou facer un agujero no fondo do,Vou facer un agujero no fondo do,gl,23,translated:en,i m going to make a hole in the bottom of the
vou facer unha pausa rápida e entón volver cara ao,Vou facer unha pausa rápida e entón volver cara ao,gl,23,translated:en,i m going to take a quick break and then head back to the
non sei se podo conseguir a arma.,Non sei se podo conseguir a arma.,gl,23,translated:en,i m not sure if i can get the gun
é un,é un,gl,23,translated:en,waa a
eu non podo,Eu non podo,gl,21,translated:en,i can t
non vou deixarche ir.,Non vou deixarche ir.,gl,21,translated:en,i m not going to let you go
estou tan emocionada.,Estou tan emocionada.,gl,21,translated:en,i m so excited
deixa ver,Deixa ver,gl,21,translated:en,let s see
moitas grazas.,Moitas grazas.,gl,21,translated:en,thank you very much
"o xogo está baseado no xogo orixinal, pero non é o xogo orixinal.","O xogo está baseado no xogo orixinal, pero non é o xogo orixinal.",gl,21,translated:en,the game is based on the original game but it s not the original game
"ola, rapaces.","Ola, rapaces.",gl,19,translated:en,hi guys
merda merda.,Merda merda.,gl,19,translated:en,holy shit
vou ter que volver a facelo.,Vou ter que volver a facelo.,gl,19,translated:en,i m going to have to do this again
vou facer un pouco,Vou facer un pouco,gl,19,translated:en,i m going to make a little
eu vou tentar obter unha mellor vista da auga,Eu vou tentar obter unha mellor vista da auga,gl,19,translated:en,i m going to try to get a better view of the water
eu vou tentar sacarlle do camiño,Eu vou tentar sacarlle do camiño,gl,19,translated:en,i m going to try to get it out of the way
vou tentar saír de aquí.,Vou tentar saír de aquí.,gl,19,translated:en,i m going to try to get out of here
"non sei se esa é a palabra correcta, pero non sei se esa é a palabra correcta.","Non sei se esa é a palabra correcta, pero non sei se esa é a palabra correcta.",gl,19,translated:en,i m not sure if that s the right word but i m not sure if that s the right word
"non sei se esta é a mellor maneira de facelo, pero non sei se é a mellor maneira de facelo.","Non sei se esta é a mellor maneira de facelo, pero non sei se é a mellor maneira de facelo.",gl,19,translated:en,i m not sure if this is the best way to do it but i m not sure if it s the best way to do it
sonorías de canto,Sonorías de canto,gl,19,translated:en,jingle bells
"oh, meu deus.","Oh, meu Deus.",gl,19,translated:en,oh my goodness
alarmas de sirena,Alarmas de sirena,gl,19,translated:en,siren blares
o tren está agora a moverse cara á estación.,O tren está agora a moverse cara á estación.,gl,19,translated:en,the train is now moving towards the station
ponte de westminster,ponte de Westminster,gl,19,translated:en,westminster bridge
moitas grazas por ver.,Moitas grazas por ver.,gl,17,translated:en,a thank you for watching
fin de abeira,fin de abeira,gl,17,translated:en,bee end
non sei que facer,Non sei que facer,gl,17,translated:en,i don t know what to do
eu o teño.,Eu o teño.,gl,17,translated:en,i got it
vou beber un vaso de auga.,Vou beber un vaso de auga.,gl,17,translated:en,i m going to drink a glass of water
estou en casa.,Estou en casa.,gl,17,translated:en,i m home
eu non,Eu non,gl,17,translated:en,i m not
non estou seguro.,Non estou seguro.,gl,17,translated:en,i m not sure
"non sei se esta é a mellor maneira de facelo, pero non sei se esta é a mellor maneira.","Non sei se esta é a mellor maneira de facelo, pero non sei se esta é a mellor maneira.",gl,17,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way
"non sei se esta é a forma correcta de facelo, pero non sei se esta é a forma correcta.","Non sei se esta é a forma correcta de facelo, pero non sei se esta é a forma correcta.",gl,17,translated:en,i m not sure if this is the right way to do it but i m not sure if this is the right way
o que é isto?,O que é isto?,gl,17,translated:en,shh you
srs a ti,Srs a ti,gl,17,translated:en,ss you
transcrito por eso traducido por,transcrito por eso traducido por,gl,17,translated:en,transcribed by eso translated by
benvido á cidade de nova york .,Benvido á cidade de Nova York .,gl,17,translated:en,welcome to the new york city of new york city
que pasa?,Que pasa?,gl,17,translated:en,what s up
e o,e o,gl,16,translated:en,and the
ven aquí.,Ven aquí.,gl,15,translated:en,come here
e final,E final,gl,15,translated:en,ee end
ventiladores rugindo,ventiladores rugindo,gl,15,translated:en,fans roar
lume no pozo,lume no pozo,gl,15,translated:en,fire in the hole
boa rapaza.,Boa rapaza.,gl,15,translated:en,good girl
eu o atopei.,Eu o atopei.,gl,15,translated:en,got him
vou comezar a gravar.,Vou comezar a gravar.,gl,15,translated:en,i m going to go ahead and start the recording
vou facer un agujero no fondo do agujero,Vou facer un agujero no fondo do agujero,gl,15,translated:en,i m going to make a hole in the bottom of the hole
vou facer unha salsa.,Vou facer unha salsa.,gl,15,translated:en,i m going to make a sauce
vou tentar comelo coas miñas mans.,Vou tentar comelo coas miñas mans.,gl,15,translated:en,i m going to try to eat it with my hands
eu non son un robot.,Eu non son un robot.,gl,15,translated:en,i m not a robot
non vou volver a facelo.,Non vou volver a facelo.,gl,15,translated:en,i m not going to do it again
non sei se podo conseguir a chave do peito.,Non sei se podo conseguir a chave do peito.,gl,15,translated:en,i m not sure if i can get the key to the chest
non sei se o estou facendo ben ou non,Non sei se o estou facendo ben ou non,gl,15,translated:en,i m not sure if i m doing it right or not
non sei se vou ser capaz de facelo.,Non sei se vou ser capaz de facelo.,gl,15,translated:en,i m not sure if i m going to be able to do it
"non sei se esta é a mellor maneira de facelo, pero non sei se esta é a mellor maneira de facelo.","Non sei se esta é a mellor maneira de facelo, pero non sei se esta é a mellor maneira de facelo.",gl,15,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way to do it
non sei se podes ver o punto vermello na pantalla,Non sei se podes ver o punto vermello na pantalla,gl,15,translated:en,i m not sure if you can see the red dot on the screen
non sei o que estou a facer.,Non sei o que estou a facer.,gl,15,translated:en,i m not sure what i m doing
"non sei o que estou a facer aquí, só vou continuar.","Non sei o que estou a facer aquí, só vou continuar.",gl,15,translated:en,i m not sure what i m doing here i m just going to keep going
non sei o que é iso.,Non sei o que é iso.,gl,15,translated:en,i m not sure what that is
"non sei por que estou facendo isto, pero non estou seguro.","Non sei por que estou facendo isto, pero non estou seguro.",gl,15,translated:en,i m not sure why i m doing this but i m not sure
lamento moito.,Lamento moito.,gl,15,translated:en,i m so sorry
mirade iso.,Mirade iso.,gl,15,translated:en,look at that
ooh ooh,Ooh ooh,gl,15,translated:en,oo ooh
vémonos a ver a próxima vez.,Vémonos a ver a próxima vez.,gl,15,translated:en,we ll see you next time
benvido ao meu canal.,Benvido ao meu canal.,gl,15,translated:en,welcome to my channel
que merda!,Que merda!,gl,15,translated:en,what the fuck
"un, dous, tres.","Un, dous, tres.",gl,14,translated:en,one two three
un aah ti,un aah ti,gl,13,translated:en,a aah you
trae-o.,Trae-o.,gl,13,translated:en,get him
buenas noites.,Buenas noites.,gl,13,translated:en,good night
hai un,Hai un,gl,13,translated:en,haa a
"ola, rapaces.","Ola, rapaces.",gl,13,translated:en,hey guys
"ola, benvidos ao meu canal.","Ola, benvidos ao meu canal.",gl,13,translated:en,hi guys welcome back to my channel
son un home.,Son un home.,gl,13,translated:en,i m a man
vou seguir e apagar.,Vou seguir e apagar.,gl,13,translated:en,i m going to go ahead and turn it off
vou á praia.,Vou á praia.,gl,13,translated:en,i m going to go to the beach
vou a dereita.,Vou a dereita.,gl,13,translated:en,i m going to go to the right
vou facer un agujero no fondo da olla.,Vou facer un agujero no fondo da olla.,gl,13,translated:en,i m going to make a hole in the bottom of the pot
vou facer unha nova casa.,Vou facer unha nova casa.,gl,13,translated:en,i m going to make a new house
vou facer un novo.,Vou facer un novo.,gl,13,translated:en,i m going to make a new one
vou tirar unha foto do,Vou tirar unha foto do,gl,13,translated:en,i m going to take a picture of the
eu vou tentar obtelo,Eu vou tentar obtelo,gl,13,translated:en,i m going to try to get it
eu non son un monstro,Eu non son un monstro,gl,13,translated:en,i m not a monster
non sei se podo obter a foto da cabeza,Non sei se podo obter a foto da cabeza,gl,13,translated:en,i m not sure if i can get the headshot
non sei se podo conseguir a espada.,Non sei se podo conseguir a espada.,gl,13,translated:en,i m not sure if i can get the sword
non sei que facer.,Non sei que facer.,gl,13,translated:en,i m not sure what to do
"oh, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá,","Oh, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá, olá,",gl,13,translated:en,oh hey
da da da,da da da,gl,13,translated:en,ta da
tanya cushman revisor,Tanya Cushman revisor,gl,13,translated:en,tanya cushman reviewer
isto é bo.,Isto é bo.,gl,13,translated:en,that s good
a cidade é unha cidade de,a cidade é unha cidade de,gl,13,translated:en,the city is a city of
a cidade de londres,a cidade de Londres,gl,13,translated:en,the city of london
a cidade de san francisco,a cidade de San Francisco,gl,13,translated:en,the city of san francisco
o primeiro xefe é un xefe moi importante é un xefe moi importante,O primeiro xefe é un xefe moi importante é un xefe moi importante,gl,13,translated:en,the first boss is a very important boss it s a very important boss
"a primeira etapa é un pouco máis difícil, pero non é demasiado malo.","A primeira etapa é un pouco máis difícil, pero non é demasiado malo.",gl,13,translated:en,the first stage is a bit more difficult but it s not too bad
આભાર,આભાર,gu,31353,translated:en,thank you
જોવા માટે આભાર,જોવા માટે આભાર,gu,25053,translated:en,thanks for watching
જોવાનું બદલ આભાર,જોવાનું બદલ આભાર,gu,6264,translated:en,thank you for watching
મને ખાતરી નથી કે હું અહીં શું કરી રહ્યો છું,મને ખાતરી નથી કે હું અહીં શું કરી રહ્યો છું,gu,1317,translated:en,i m not sure what i m doing here
અમરા ઓર્ગ સમુદાય દ્વારા સબટાઈટલ,અમરા ઓર્ગ સમુદાય દ્વારા સબટાઈટલ,gu,1122,translated:en,subtitles by the amara org community
માફ કરશો.,માફ કરશો.,gu,940,translated:en,i m sorry
ઓહ મારા ભગવાન,ઓહ મારા ભગવાન,gu,837,translated:en,oh my god
ઠીક છે,ઠીક છે,gu,402,translated:en,all right
મને ખબર નથી,મને ખબર નથી,gu,311,translated:en,i don t know
ઓહ વાહિયાત,ઓહ વાહિયાત,gu,237,translated:en,oh shit
મને ખાતરી નથી કે હું આ કરી શકું છું,મને ખાતરી નથી કે હું આ કરી શકું છું,gu,227,translated:en,i m not sure if i can do this
જેરાર્ડ સ્ટ્રીટ,જેરાર્ડ સ્ટ્રીટ,gu,203,translated:en,gerrard street
"હું ખાતરી નથી કે હું આ કરવું જોઈએ, પરંતુ","હું ખાતરી નથી કે હું આ કરવું જોઈએ, પરંતુ",gu,199,translated:en,i m not sure if i should be doing this but
મને ખાતરી નથી કે આ સાથે શું કરવું,મને ખાતરી નથી કે આ સાથે શું કરવું,gu,171,translated:en,i m not sure what to do with this
