phrase_norm,phrase,lang,count,source
excellent representative of the older front body style that box body style that we all love so much,excellent representative of the older front body style that box body style that we all love so much,en,1,agh_full
excellent sized boot with a 60 40 split rear seat if you need to fold that down to get,excellent sized boot with a 60 40 split rear seat if you need to fold that down to get,en,1,agh_full
excellent someone s my hero what do you think no don t lose my 2 00,excellent someone s my hero what do you think no don t lose my 2 00,en,1,agh_full
except for consumed sand,except for consumed sand,en,1,agh_full
except there s something happening here on the back end that gives special meaning to the new hope name call it cow power the other part of our,except there s something happening here on the back end that gives special meaning to the new hope name call it cow power the other part of our,en,1,agh_full
excess i just let it start going down the drain i m going to use the other hand start bringing that over here see we ve got all this extra junk here,excess i just let it start going down the drain i m going to use the other hand start bringing that over here see we ve got all this extra junk here,en,1,agh_full
exciting i know,exciting i know,en,1,agh_full
exciting part comes later i m already having the most i mean,exciting part comes later i m already having the most i mean,en,1,agh_full
exclusive clip,exclusive clip,te,1,hf_noise
excuse me folks i don t mean to reach across you there,excuse me folks i don t mean to reach across you there,en,1,agh_full
excuse me folks i have a little cold here today got him stretched all the way down again,excuse me folks i have a little cold here today got him stretched all the way down again,en,1,agh_full
excuse me i got the power i don t have money she s a kind of a cheat i don t have a sign i don t get it oh you really don t want to sit up there for how long,excuse me i got the power i don t have money she s a kind of a cheat i don t have a sign i don t get it oh you really don t want to sit up there for how long,en,1,agh_full
excuse me ma am do you smoke what do you smoke yes i do alright well stand by,excuse me ma am do you smoke what do you smoke yes i do alright well stand by,en,1,agh_full
excuse me madam it s from madam sparen the water that purifies the earth,excuse me madam it s from madam sparen the water that purifies the earth,en,1,agh_full
excuse me pardon me,excuse me pardon me,en,1,agh_full
excuse me rand 2 oriental city dragons rand 1,excuse me rand 2 oriental city dragons rand 1,en,1,agh_full
excuse me sir,excuse me sir,en,1,agh_full
excuse me taste wise there s not much going on,excuse me taste wise there s not much going on,en,1,agh_full
excuse me three regular ring tailed pheasants and see she s plenty good she thinks they re her babies isn t that cool,excuse me three regular ring tailed pheasants and see she s plenty good she thinks they re her babies isn t that cool,en,1,agh_full
excuse me what s epoxy we can go back to that one that s not epoxy that s gel acrylic,excuse me what s epoxy we can go back to that one that s not epoxy that s gel acrylic,en,1,agh_full
exit 155,exit 155,en,1,agh_full
exit 17,exit 17,en,1,agh_full
expect me like you expect jesus to come back expect me i m coming,expect me like you expect jesus to come back expect me i m coming,en,1,agh_full
expect the unexpected it s the sound of the season rattlesnakes now out and about across the county all,expect the unexpected it s the sound of the season rattlesnakes now out and about across the county all,en,1,agh_full
expected the weapons in the after tire is right up sounds good still got a lot of wood to replace,expected the weapons in the after tire is right up sounds good still got a lot of wood to replace,en,1,agh_full
expelliarmus what we just saw the expelliarmus simply disarms the wizard since when does it knock you back half a mile,expelliarmus what we just saw the expelliarmus simply disarms the wizard since when does it knock you back half a mile,en,1,agh_full
experience level in bat system activated,experience level in bat system activated,en,1,agh_full
expert guides if you always wanted the opportunity to hunt big,expert guides if you always wanted the opportunity to hunt big,en,1,agh_full
expired license and i m gonna go ahead and beat his fucking stupid ass mustache ass up motherfuuck,expired license and i m gonna go ahead and beat his fucking stupid ass mustache ass up motherfuuck,en,1,agh_full
explain ratchets beautiful,explain ratchets beautiful,en,1,agh_full
explanation,explanation,en,1,agh_full
exploding display silence broken lightning heavy metal thunder raging with the wind,exploding display silence broken lightning heavy metal thunder raging with the wind,en,1,agh_full
explore 360 extreme 2 when you pop it open press drive open,explore 360 extreme 2 when you pop it open press drive open,en,1,agh_full
exposed species,exposed species,en,1,agh_full
exposed what he s having an action fit keep firing river i need cover up here i,exposed what he s having an action fit keep firing river i need cover up here i,en,1,agh_full
external and 12 internal pockets used by mechanics carpenters sawmills plasterers and general use,external and 12 internal pockets used by mechanics carpenters sawmills plasterers and general use,en,1,agh_full
extra coins and that shy guy looks really weird he s basically like a fly guy except he can t fly he has like the slingshot and everything he has melee attacks with like his hammer and shit but,extra coins and that shy guy looks really weird he s basically like a fly guy except he can t fly he has like the slingshot and everything he has melee attacks with like his hammer and shit but,en,1,agh_full
extra long,extra long,en,1,agh_full
extra powerful maxo a grade coils in the new avatar now with the fragrance of flowers maxo on mosquitoes gone,extra powerful maxo a grade coils in the new avatar now with the fragrance of flowers maxo on mosquitoes gone,en,1,agh_full
extra vaganza do i need more than one,extra vaganza do i need more than one,en,1,agh_full
extremely close and i don t even know if this is how you get to it but that s about as close as i can get to it but you know what,extremely close and i don t even know if this is how you get to it but that s about as close as i can get to it but you know what,en,1,agh_full
eye catching shall we say on top of,eye catching shall we say on top of,en,1,agh_full
eyes off magic and he made a beautiful move down the middle dribble for the lakers again marley right with him defensively for the suns magic on the dribble tries to back down can t now turns forces a shot up,eyes off magic and he made a beautiful move down the middle dribble for the lakers again marley right with him defensively for the suns magic on the dribble tries to back down can t now turns forces a shot up,en,1,agh_full
eyes to see the good that lives in each of us that called the,eyes to see the good that lives in each of us that called the,en,1,agh_full
ez da,ez da,eu,1,hf_noise
f,f,en,1,agh_full
f condiciones,f condiciones,sq,1,hf_noise
f oh shit f,f oh shit f,en,1,agh_full
f r a n k e n s t,f r a n k e n s t,en,1,agh_full
f66 phone ringing hello hey ugly kid that looks like,f66 phone ringing hello hey ugly kid that looks like,en,1,agh_full
fa la done we now are day of peril fa oh,fa la done we now are day of peril fa  oh,en,1,agh_full
fa la s alba,fa' la' s'alba,mt,1,hf_noise
fa la see the blazing you before,fa la see the blazing you before,en,1,agh_full
fa nna biex,fa'nna' biex,mt,1,hf_noise
